"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Brazil","BRA",193331827,0.223555133709581,1,38,3,4,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,1,2,,,,2,2,,2,1,1,1,,2,1,4,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",131794856,0.223555133709581,2,65,2,5,1,,1,1,0,1,2,1,2,,2,2,1,2,,1,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",143710523,0.223555133709581,1,43,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,1,2,,3,5,6,2,,,,2,,,,1,1,2,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,3,,5,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",157548936,0.704716949142294,1,20,2,5,1,,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,1,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",178279550,0.223555133709581,1,64,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",125321942,0.325089337878357,2,38,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,1,2,2,2,2,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,1,1,1,3,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",180471068,0.229549743771484,1,63,2,5,2,,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,2,,,1,2,1,1,1,,2,2,2,2,2,1,2,,1,3,2,2,,,,2,,,,1,1,1,2,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,3,3,2,2,,0,1,4,1,4,4,1,5,1,1,1,1
"Brazil","BRA",210498194,0.887648789630131,1,17,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,2,,,2,2,1,1,2,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,2,4,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",127741922,0.322773828068145,2,33,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,2,1,1,,3,2,2,2,,,,2,,,,1,1,1,2,,,2,,,,,,,1,2,1,1,,,2,,,,,,2,2,3,2,1,3,,0,1,4,1,4,4,1,5,1,1,1,1
"Brazil","BRA",179026476,0.607321545260872,1,29,2,4,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,1,2,,3,1,1,1,1,,,2,,,,1,1,1,1,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",188718185,1.03665723212557,2,54,1,5,1,,1,1,0,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,2,1,1,2,,1,1,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",200126482,0.225686634159745,2,35,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,2,1,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",192060517,0.223555133709581,1,33,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,3,,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",147527817,2.66638950943861,1,29,1,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,3,3,1,1,3,1,,0,0,4,1,4,4,4,3,1,1,1,0
"Brazil","BRA",209954305,0.432462845557324,2,24,2,2,1,,1,1,0,1,2,1,1,1,1,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,2,,1,2,1,1,1,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,3,2,1,3,1,,0,0,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",172924863,0.321081542895568,1,30,3,3,1,,1,1,0,1,2,4,,,2,1,1,1,1,1,1,2,4,,4,,,,,,,,,,,,,,2,2,,1,2,1,2,2,,4,4,,2,2,2,1,,6,2,2,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,1,2,1,,0,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",190097655,0.535005021313495,2,48,2,1,1,,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,4,2,1,1,2,1,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,1,3,1,1,1,0
"Brazil","BRA",186072269,0.6142866244111,2,60,1,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,,1,1,2,,,,2,1,,2,1,2,1,,3,3,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,3,1,1,,1,1,4,2,4,4,4,5,1,1,1,1
"Brazil","BRA",202043460,0.223555133709581,2,56,3,5,1,,1,1,1,1,2,1,1,1,2,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,3,3,2,,,,1,2,2,1,1,2,1,1,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,1,2,3,2,1,,1,0,1,4,4,4,1,2,1,1,1,1
"Brazil","BRA",167776267,0.223555133709581,2,64,2,5,1,,1,1,0,2,2,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,1,2,1,2,,,2,2,2,3,1,2,,1,0,4,4,4,1,1,5,1,1,1,0
"Brazil","BRA",173398028,0.223555133709581,2,41,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,1,1,1,1,1,2,,1,2,1,1,2,,2,1,1,2,2,1,2,,4,3,3,2,,,,2,,,,1,1,2,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,2,3,3,1,1,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",136811070,0.223555133709581,1,40,3,5,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,0,0,4,4,4,4,1,5,1,1,1,0
"Brazil","BRA",197875016,0.544872675180243,2,50,2,5,1,,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,1,2,2,1,1,2,,1,1,2,,,,2,2,2,2,1,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,1,3,3,1,,0,1,4,1,1,4,4,5,1,1,1,1
"Brazil","BRA",180442035,2.61810114786063,1,30,1,1,2,,1,1,0,1,1,1,2,,2,1,1,2,,2,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,1,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,2,4,4,5,1,1,0,0
"Brazil","BRA",183506125,0.796497945742354,2,38,2,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,2,4,2,,1,1,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",209751225,0.223555133709581,2,60,2,4,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,2,1,,2,2,1,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,1,1,1,2,,,2,1,2,2,2,1,,0,1,1,4,4,1,1,1,1,1,1,1
"Brazil","BRA",137540104,0.328727081375566,2,33,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,1,2,2,2,2,1,3,3,2,,,,1,2,1,1,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,2,1,2,,1,1,1,4,4,4,1,2,1,1,1,1
"Brazil","BRA",113262872,0.223555133709581,1,58,3,4,1,,1,1,0,1,1,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,1,1,2,,3,3,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,1,4,1,5,1,1,1,1
"Brazil","BRA",140415441,0.223555133709581,2,35,3,5,1,,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,2,1,1,2,,2,1,,2,2,2,2,,3,3,2,1,2,1,1,2,,,,1,1,1,2,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,2,3,2,2,,1,1,4,1,4,4,1,2,1,1,1,1
"Brazil","BRA",166010101,0.944749398407666,1,43,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Brazil","BRA",208661059,1.25400192394734,2,75,3,5,2,,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,4,3,3,1,1,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,1,,0,1,4,4,4,4,4,1,2,1,1,1
"Brazil","BRA",127966170,0.251583482124683,1,50,3,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,3,2,3,3,2,,0,0,4,3,4,4,4,5,1,1,0,0
"Brazil","BRA",119428733,0.844462469640372,2,28,2,4,1,,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,,,,,,,,,,1,2,2,1,2,1,,1,1,2,,,,2,1,1,2,2,2,2,,4,1,1,2,,,,1,2,2,2,1,1,1,1,,,1,2,1,1,,,1,1,2,1,2,,,2,,,,,,1,1,3,3,1,1,,1,1,1,1,4,4,1,4,1,1,1,1
"Brazil","BRA",182871662,0.223555133709581,2,69,2,5,2,,1,1,0,,,1,1,2,2,2,1,1,1,1,2,,2,,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,1,1,,2,2,2,2,,6,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,1,4,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",192541196,0.682796168689166,2,25,2,4,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,2,3,2,3,3,2,,0,0,1,1,4,4,1,5,1,1,1,1
"Brazil","BRA",172322720,3.11040668387763,1,38,1,1,2,,1,1,0,2,1,1,2,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,0,0,4,1,4,4,2,1,1,1,1,0
"Brazil","BRA",155745279,0.682796168689166,2,28,2,4,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,1,2,,6,3,2,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",133542792,2.93781666045036,2,17,2,3,1,,1,1,0,2,2,1,2,,2,1,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,1,1,1,2,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",180178313,0.223555133709581,1,76,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,4,4,4,4,1,1,1,1,1,1
"Brazil","BRA",150009530,0.223555133709581,2,57,3,5,1,,1,1,0,1,2,1,1,1,2,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,2,1,2,3,,2,2,,2,2,2,2,,8,,,1,2,1,2,2,,,,1,1,2,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,1,4,4,4,1,3,1,1,1,1
"Brazil","BRA",157782847,0.383467946998268,2,35,3,4,1,,1,1,0,1,2,1,1,2,1,1,1,1,3,1,1,2,1,2,2,,,,,,,,,,,,,,2,,,1,1,1,3,2,,2,1,2,2,2,1,1,,2,2,1,1,2,2,1,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,2,,1,1,1,4,4,4,1,2,1,1,1,1
"Brazil","BRA",209033878,0.256223697863412,1,54,3,2,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,1,1,2,1,,2,2,,2,2,1,2,,1,3,2,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,3,,2,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",135030048,0.398045184412859,1,23,2,2,1,,1,1,1,2,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,1,1,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,3,,2,,1,0,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",167695877,0.603979110283144,1,54,2,5,2,,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,1,2,,1,2,1,1,2,,2,2,,2,2,2,2,,6,3,3,2,,,,1,1,,,1,1,1,2,,,2,,,,,,,1,1,1,2,,,2,,,,,,2,2,2,3,2,2,,0,1,4,1,1,4,1,1,1,1,1,1
"Brazil","BRA",167779675,0.223555133709581,1,56,2,5,1,,1,1,0,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,1,,2,2,1,2,,2,2,2,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,2,,1,1,4,4,4,4,4,3,1,1,1,1
"Brazil","BRA",150831438,0.223555133709581,1,40,3,2,1,,1,1,1,1,2,1,1,1,2,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,2,2,2,,,,2,2,2,2,2,2,2,,2,2,1,1,2,1,2,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,0,4,4,4,4,1,3,1,1,1,1
"Brazil","BRA",130331881,0.734804877374859,2,22,2,5,1,,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,2,2,,1,1,1,1,2,,2,1,2,2,2,2,2,,6,1,1,2,,,,1,1,,,2,,,,,,1,2,1,1,,,2,1,2,1,1,,,2,,,,,,1,1,3,2,1,2,,1,0,1,1,4,4,4,1,1,1,1,1
"Brazil","BRA",206954949,0.670430717894745,2,30,2,4,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,2,2,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,1,2,1,2,,,2,,,,,,2,2,2,2,4,2,,1,1,1,1,4,4,1,5,1,1,1,1
"Brazil","BRA",188781137,0.658209526798688,1,50,2,2,1,,1,1,0,1,2,2,,,1,1,1,1,1,2,2,,2,,2,,,,,,,,,,,,,,1,2,,2,2,1,1,2,,2,2,,2,1,1,1,,7,,,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,3,1,1,1,1
"Brazil","BRA",152020427,1.01720770431681,1,20,2,5,2,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,2,1,1,2,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,2,3,2,2,,0,1,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",153732879,0.376311718475002,1,32,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,1,2,2,,1,1,1,1,2,,1,2,2,2,2,2,2,,3,2,2,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,2,,1,1,4,4,4,4,1,1,1,1,1,1
"Brazil","BRA",129654223,1.52834597788199,2,61,3,4,1,,1,1,0,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,3,1,6,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,5,3,5,3,,2,,0,1,4,4,4,4,2,5,2,2,1,1
"Brazil","BRA",128260403,0.223555133709581,1,63,3,5,2,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,2,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",178192202,0.315266750426398,1,27,3,4,1,,1,1,1,1,2,1,2,,1,1,1,1,1,1,1,2,1,1,2,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,2,2,,5,2,1,2,,,,1,1,,,1,1,2,1,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,2,2,2,1,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",208560277,0.734804877374859,2,24,2,3,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,1,2,,,,,,,,,,1,2,2,1,2,,,1,1,2,,,,2,2,2,2,1,2,1,,2,1,1,2,,,,1,1,,,1,1,1,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,1,4,4,4,1,1,1,1,1,0
"Brazil","BRA",200380861,0.315266750426398,1,33,3,3,1,,1,1,0,2,2,2,,,2,2,1,2,,1,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,0,1,4,4,4,2,5,1,1,1,0
"Brazil","BRA",178904699,0.730873834281272,2,39,2,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,1,1,2,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",194239738,0.367766151291641,1,35,3,4,1,,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,2,2,,2,2,1,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,3,2,2,,0,0,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",207885495,1.03133872148187,2,21,2,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,1,,1,1,1,1,1,,2,2,2,2,2,2,2,,3,3,2,2,,,,2,,,,1,1,1,1,,,1,2,1,1,,,2,1,1,1,1,,,1,1,1,1,,,3,3,3,3,,2,,1,1,1,1,1,1,1,5,1,1,1,1
"Brazil","BRA",113635633,1.28675467774399,1,16,2,3,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,2,2,,1,1,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,0,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",117324988,0.223555133709581,1,63,2,4,1,,1,1,0,1,2,1,2,,1,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,3,,0,0,4,4,4,4,2,5,1,1,1,0
"Brazil","BRA",172581910,0.31322156680006,1,47,2,4,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,1,,2,2,1,2,,4,2,2,2,,,,2,,,,1,1,1,2,,,1,2,2,1,,,2,2,2,,,,,1,1,1,1,,,2,3,2,3,3,1,,1,1,1,4,4,1,1,5,1,1,1,1
"Brazil","BRA",182154862,1.66439240546763,2,53,1,1,1,,1,1,0,1,2,1,2,,1,2,1,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,3,,2,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",145520488,0.734804877374859,2,21,2,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,2,1,2,2,,1,1,1,1,2,,1,1,2,2,2,2,2,,2,2,2,2,,,,1,1,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",161106418,2.49379038898635,1,52,2,1,2,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,2,2,1,1,1,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,1,1,,0,1,4,2,4,4,1,4,1,2,1,0
"Brazil","BRA",198607803,0.223555133709581,2,25,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,1,1,1,,4,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,2,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
